Data values,Data values_sort,Data description,Data description_reference,Data description_sort,Data description_hierarchy,Date,Date_reference,Date_sort,Date_hierarchy,Area,Area_reference,Area_sort,Area_hierarchy,Register,Register_reference,Register_sort,Register_hierarchy,Notes
"5,951",5951,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Caereinion Medical Practice,W96009,361,CC702,Patients registered at GP practice,LIST,1,,
761,761,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Caereinion Medical Practice,W96009,361,CC702,Obesity (patients aged 16+),OB,16,,
"11,513",11513,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Welshpool Medical Centre,W96010,362,CC702,Patients registered at GP practice,LIST,1,,
"1,199",1199,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Welshpool Medical Centre,W96010,362,CC702,Obesity (patients aged 16+),OB,16,,
"6,891",6891,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Dyfi Valley Health,W96011,363,CC702,Patients registered at GP practice,LIST,1,,
684,684,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Dyfi Valley Health,W96011,363,CC702,Obesity (patients aged 16+),OB,16,,
"11,312",11312,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Llanfyllin Group Practice,W96012,364,CC702,Patients registered at GP practice,LIST,1,,
"1,197",1197,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Llanfyllin Group Practice,W96012,364,CC702,Obesity (patients aged 16+),OB,16,,
"10,836",10836,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Llandrindod Wells Medical Centre,W96013,365,CC701,Patients registered at GP practice,LIST,1,,
"1,388",1388,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Llandrindod Wells Medical Centre,W96013,365,CC701,Obesity (patients aged 16+),OB,16,,
"13,387",13387,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Newtown Medical Practice,W96015,366,CC702,Patients registered at GP practice,LIST,1,,
"1,912",1912,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Newtown Medical Practice,W96015,366,CC702,Obesity (patients aged 16+),OB,16,,
"9,678",9678,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,War Memorial Health Centre,W96016,367,CC703,Patients registered at GP practice,LIST,1,,
885,885,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,War Memorial Health Centre,W96016,367,CC703,Obesity (patients aged 16+),OB,16,,
"8,746",8746,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Hay on Wye Health Centre,W96017,368,CC703,Patients registered at GP practice,LIST,1,,
"1,004",1004,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Hay on Wye Health Centre,W96017,368,CC703,Obesity (patients aged 16+),OB,16,,
"3,619",3619,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Presteigne Medical Practice,W96438,369,CC701,Patients registered at GP practice,LIST,1,,
323,323,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Presteigne Medical Practice,W96438,369,CC701,Obesity (patients aged 16+),OB,16,,
"14,462",14462,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,West Quay Medical Centre,W97001,370,CC431,Patients registered at GP practice,LIST,1,,
"1,555",1555,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,West Quay Medical Centre,W97001,370,CC431,Obesity (patients aged 16+),OB,16,,
"6,200",6200,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Roathwell Surgery,W97002,371,CC412,Patients registered at GP practice,LIST,1,,
641,641,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Roathwell Surgery,W97002,371,CC412,Obesity (patients aged 16+),OB,16,,
"9,435",9435,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Redlands Surgery,W97003,372,CC432,Patients registered at GP practice,LIST,1,,
543,543,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Redlands Surgery,W97003,372,CC432,Obesity (patients aged 16+),OB,16,,
"3,535",3535,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Llandaff Fields Medical Practice,W97005,373,CC422,Patients registered at GP practice,LIST,1,,
264,264,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Llandaff Fields Medical Practice,W97005,373,CC422,Obesity (patients aged 16+),OB,16,,
"18,719",18719,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Brynderwen Surgery,W97006,374,CC411,Patients registered at GP practice,LIST,1,,
"2,549",2549,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Brynderwen Surgery,W97006,374,CC411,Obesity (patients aged 16+),OB,16,,
"7,970",7970,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Cloughmore Medical Centre,W97007,375,CC412,Patients registered at GP practice,LIST,1,,
"1,042",1042,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Cloughmore Medical Centre,W97007,375,CC412,Obesity (patients aged 16+),OB,16,,
"19,142",19142,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Llan Healthcare,W97008,376,CC411,Patients registered at GP practice,LIST,1,,
"1,892",1892,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Llan Healthcare,W97008,376,CC411,Obesity (patients aged 16+),OB,16,,
"6,709",6709,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Cathays Surgery,W97009,377,CC412,Patients registered at GP practice,LIST,1,,
445,445,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Cathays Surgery,W97009,377,CC412,Obesity (patients aged 16+),OB,16,,
"10,896",10896,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Cyncoed Medical Practice,W97010,378,CC421,Patients registered at GP practice,LIST,1,,
725,725,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Cyncoed Medical Practice,W97010,378,CC421,Obesity (patients aged 16+),OB,16,,
"16,288",16288,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Penarth Healthcare Partnership,W97011,379,CC432,Patients registered at GP practice,LIST,1,,
"1,160",1160,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Penarth Healthcare Partnership,W97011,379,CC432,Obesity (patients aged 16+),OB,16,,
"9,779",9779,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Llanishen Court Surgery,W97013,380,CC421,Patients registered at GP practice,LIST,1,,
671,671,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Llanishen Court Surgery,W97013,380,CC421,Obesity (patients aged 16+),OB,16,,
"6,365",6365,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Albany Surgery,W97014,381,CC412,Patients registered at GP practice,LIST,1,,
473,473,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Albany Surgery,W97014,381,CC412,Obesity (patients aged 16+),OB,16,,
"15,049",15049,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,North Cardiff Medical Centre,W97015,382,CC421,Patients registered at GP practice,LIST,1,,
"1,411",1411,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,North Cardiff Medical Centre,W97015,382,CC421,Obesity (patients aged 16+),OB,16,,
"3,495",3495,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Taff Riverside Practice,W97016,383,CC422,Patients registered at GP practice,LIST,1,,
192,192,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Taff Riverside Practice,W97016,383,CC422,Obesity (patients aged 16+),OB,16,,
"8,081",8081,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Westway Surgery,W97017,384,CC422,Patients registered at GP practice,LIST,1,,
966,966,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Westway Surgery,W97017,384,CC422,Obesity (patients aged 16+),OB,16,,
"5,081",5081,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,St Davids Court Surgery,W97018,385,CC422,Patients registered at GP practice,LIST,1,,
303,303,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,St Davids Court Surgery,W97018,385,CC422,Obesity (patients aged 16+),OB,16,,
"10,179",10179,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,North Road Medical Practice,W97020,386,CC412,Patients registered at GP practice,LIST,1,,
713,713,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,North Road Medical Practice,W97020,386,CC412,Obesity (patients aged 16+),OB,16,,
"12,033",12033,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Birchgrove Surgery,W97021,387,CC421,Patients registered at GP practice,LIST,1,,
868,868,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Birchgrove Surgery,W97021,387,CC421,Obesity (patients aged 16+),OB,16,,
"9,048",9048,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Woodlands Medical Centre,W97023,388,CC422,Patients registered at GP practice,LIST,1,,
849,849,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Woodlands Medical Centre,W97023,388,CC422,Obesity (patients aged 16+),OB,16,,
"10,525",10525,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Radyr Medical Centre,W97024,389,CC423,Patients registered at GP practice,LIST,1,,
585,585,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Radyr Medical Centre,W97024,389,CC423,Obesity (patients aged 16+),OB,16,,
"7,583",7583,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Whitchurch Road Surgery,W97025,390,CC421,Patients registered at GP practice,LIST,1,,
596,596,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Whitchurch Road Surgery,W97025,390,CC421,Obesity (patients aged 16+),OB,16,,
"15,856",15856,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Rumney Primary Care Centre,W97027,391,CC411,Patients registered at GP practice,LIST,1,,
"1,740",1740,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Rumney Primary Care Centre,W97027,391,CC411,Obesity (patients aged 16+),OB,16,,
"8,349",8349,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Bishops Road Medical Centre,W97028,392,CC423,Patients registered at GP practice,LIST,1,,
616,616,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Bishops Road Medical Centre,W97028,392,CC423,Obesity (patients aged 16+),OB,16,,
"7,909",7909,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Lansdowne Surgery,W97031,394,CC422,Patients registered at GP practice,LIST,1,,
800,800,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Lansdowne Surgery,W97031,394,CC422,Obesity (patients aged 16+),OB,16,,
"12,645",12645,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Waterfront Surgery,W97032,395,CC431,Patients registered at GP practice,LIST,1,,
"1,321",1321,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Waterfront Surgery,W97032,395,CC431,Obesity (patients aged 16+),OB,16,,
"9,601",9601,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Penylan Surgery,W97033,396,CC421,Patients registered at GP practice,LIST,1,,
631,631,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Penylan Surgery,W97033,396,CC421,Obesity (patients aged 16+),OB,16,,
"14,423",14423,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Roath House Surgery,W97034,397,CC421,Patients registered at GP practice,LIST,1,,
660,660,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Roath House Surgery,W97034,397,CC421,Obesity (patients aged 16+),OB,16,,
"8,179",8179,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Cowbridge & Vale Medical Practice,W97038,399,CC433,Patients registered at GP practice,LIST,1,,
363,363,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Cowbridge & Vale Medical Practice,W97038,399,CC433,Obesity (patients aged 16+),OB,16,,
"12,371",12371,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Ely Bridge Surgery,W97040,400,CC422,Patients registered at GP practice,LIST,1,,
"1,490",1490,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Ely Bridge Surgery,W97040,400,CC422,Obesity (patients aged 16+),OB,16,,
"8,796",8796,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Crwys Medical Centre,W97041,401,CC421,Patients registered at GP practice,LIST,1,,
543,543,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Crwys Medical Centre,W97041,401,CC421,Obesity (patients aged 16+),OB,16,,
"9,259",9259,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Cardiff Bay Surgery,W97044,402,CC413,Patients registered at GP practice,LIST,1,,
300,300,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Cardiff Bay Surgery,W97044,402,CC413,Obesity (patients aged 16+),OB,16,,
"10,602",10602,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Llantwit Major & Coastal Vale Medical Practice,W97045,403,CC433,Patients registered at GP practice,LIST,1,,
"1,054",1054,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Llantwit Major & Coastal Vale Medical Practice,W97045,403,CC433,Obesity (patients aged 16+),OB,16,,
"11,843",11843,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Vale Group Practice,W97046,404,CC431,Patients registered at GP practice,LIST,1,,
"1,359",1359,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Vale Group Practice,W97046,404,CC431,Obesity (patients aged 16+),OB,16,,
"10,019",10019,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Fairwater Health Centre,W97047,405,CC423,Patients registered at GP practice,LIST,1,,
"1,171",1171,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Fairwater Health Centre,W97047,405,CC423,Obesity (patients aged 16+),OB,16,,
"12,779",12779,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Western Vale Family Practice,W97052,407,CC433,Patients registered at GP practice,LIST,1,,
"1,203",1203,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Western Vale Family Practice,W97052,407,CC433,Obesity (patients aged 16+),OB,16,,
"7,506",7506,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,St Isan Road Surgery,W97053,408,CC421,Patients registered at GP practice,LIST,1,,
561,561,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,St Isan Road Surgery,W97053,408,CC421,Obesity (patients aged 16+),OB,16,,
"11,155",11155,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Dinas Powys Medical Centre,W97055,409,CC432,Patients registered at GP practice,LIST,1,,
762,762,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Dinas Powys Medical Centre,W97055,409,CC432,Obesity (patients aged 16+),OB,16,,
"6,335",6335,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,City Surgery,W97056,410,CC412,Patients registered at GP practice,LIST,1,,
394,394,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,City Surgery,W97056,410,CC412,Obesity (patients aged 16+),OB,16,,
"7,652",7652,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Court Road Surgery,W97058,412,CC431,Patients registered at GP practice,LIST,1,,
"1,003",1003,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Court Road Surgery,W97058,412,CC431,Obesity (patients aged 16+),OB,16,,
"7,462",7462,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Clifton Surgery,W97060,413,CC412,Patients registered at GP practice,LIST,1,,
655,655,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Clifton Surgery,W97060,413,CC412,Obesity (patients aged 16+),OB,16,,
"11,140",11140,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Grange Medical Practice,W97061,414,CC413,Patients registered at GP practice,LIST,1,,
878,878,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Grange Medical Practice,W97061,414,CC413,Obesity (patients aged 16+),OB,16,,
"4,557",4557,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Sully Surgery,W97062,415,CC431,Patients registered at GP practice,LIST,1,,
363,363,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Sully Surgery,W97062,415,CC431,Obesity (patients aged 16+),OB,16,,
"3,263",3263,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Corporation Road Surgery,W97063,416,CC413,Patients registered at GP practice,LIST,1,,
174,174,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Corporation Road Surgery,W97063,416,CC413,Obesity (patients aged 16+),OB,16,,
"7,645",7645,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Highlight Park Medical Practice,W97064,417,CC431,Patients registered at GP practice,LIST,1,,
690,690,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Highlight Park Medical Practice,W97064,417,CC431,Obesity (patients aged 16+),OB,16,,
"11,713",11713,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Pontprennau Medical Centre,W97065,418,CC421,Patients registered at GP practice,LIST,1,,
"1,104",1104,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Pontprennau Medical Centre,W97065,418,CC421,Obesity (patients aged 16+),OB,16,,
"5,187",5187,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Kings Road Surgery,W97067,419,CC422,Patients registered at GP practice,LIST,1,,
160,160,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Kings Road Surgery,W97067,419,CC422,Obesity (patients aged 16+),OB,16,,
"11,979",11979,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Greenmount Surgery,W97068,420,CC422,Patients registered at GP practice,LIST,1,,
"1,377",1377,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Greenmount Surgery,W97068,420,CC422,Obesity (patients aged 16+),OB,16,,
"5,062",5062,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Willowbrook Surgery,W97069,421,CC411,Patients registered at GP practice,LIST,1,,
209,209,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Willowbrook Surgery,W97069,421,CC411,Obesity (patients aged 16+),OB,16,,
"6,524",6524,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Llandaff North Medical Centre,W97286,422,CC423,Patients registered at GP practice,LIST,1,,
494,494,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Llandaff North Medical Centre,W97286,422,CC423,Obesity (patients aged 16+),OB,16,,
"9,218",9218,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Butetown Medical Practice,W97291,423,CC413,Patients registered at GP practice,LIST,1,,
486,486,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Butetown Medical Practice,W97291,423,CC413,Obesity (patients aged 16+),OB,16,,
"10,585",10585,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Whitchurch Medical Centre,W97294,424,CC423,Patients registered at GP practice,LIST,1,,
"1,268",1268,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Whitchurch Medical Centre,W97294,424,CC423,Obesity (patients aged 16+),OB,16,,
"8,328",8328,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Canna Surgery,W97296,425,CC422,Patients registered at GP practice,LIST,1,,
428,428,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Canna Surgery,W97296,425,CC422,Obesity (patients aged 16+),OB,16,,
"5,085",5085,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Clare Road Medical Centre,W97299,426,CC413,Patients registered at GP practice,LIST,1,,
457,457,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,Clare Road Medical Centre,W97299,426,CC413,Obesity (patients aged 16+),OB,16,,
"8,006",8006,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,The Practice Of Health,W97611,427,CC431,Patients registered at GP practice,LIST,1,,
"1,068",1068,Number on register,1,1,,01/10/2023,20231001,1.6962E+12,,The Practice Of Health,W97611,427,CC431,Obesity (patients aged 16+),OB,16,,
